ID,EMPRESA,SETOR,USO_AGUA,AREA,AREA_RESERVA,CO2_EMIT_DIR,CO2_EMIT_INDIR,CO2_REC,INSUMO_QUIMICO_LEG,INSUMO_QUIMICO_ORG,BIODIVERSIDADE,RESIDUO_REC,RESIDUO_COMP,RESIDUO_DESC,ENERGIA_REN,INDICE_SUSTENTABILIDADE
177.0,EMPRESA00176,MILHO,3.24,15702.08,4.97,8.88,4.26,5.77,7.25,2.11,3.1,18.7,32.19,16.96,91.76,0.55
178.0,EMPRESA00343,MILHO,3.64,25681.85,7.12,4.69,4.15,14.89,1.96,8.14,14.16,19.83,21.74,17.47,32.2,0.6
179.0,EMPRESA00312,SOJA,6.71,6792.35,5.03,9.59,4.81,4.11,4.24,7.27,12.42,19.21,39.0,5.96,98.14,0.64
180.0,EMPRESA00020,SOJA,9.45,3794.05,9.27,8.54,8.37,8.82,9.17,8.04,5.66,35.54,21.48,17.47,99.74,0.73
181.0,EMPRESA00484,SOJA,8.88,4077.91,3.81,8.37,4.77,9.7,3.68,8.8,19.87,15.49,22.68,11.22,41.23,0.57
182.0,EMPRESA00126,TRIGO,8.49,24375.27,1.64,7.85,9.97,10.93,7.1,5.66,18.89,28.35,15.79,8.47,66.52,0.62
183.0,EMPRESA00391,SOJA,7.91,13830.13,9.59,8.13,5.61,6.58,7.44,2.13,15.94,20.15,37.72,13.35,26.46,0.63
184.0,EMPRESA00271,MILHO,5.93,22132.33,2.43,6.04,3.02,10.96,6.48,2.53,17.16,36.32,16.87,15.82,76.71,0.63
185.0,EMPRESA00386,CANA_ACUCAR,6.73,28697.99,5.74,8.92,9.2,6.22,5.0,8.95,17.61,30.15,14.84,15.69,97.58,0.68
186.0,EMPRESA00012,SOJA,6.38,19303.93,1.09,8.01,9.46,4.73,5.26,8.13,5.78,20.87,23.73,16.3,15.33,0.39
187.0,EMPRESA00126,CANA_ACUCAR,9.5,28297.09,7.38,8.66,5.26,12.1,3.77,1.98,6.71,13.1,31.2,11.48,43.99,0.57
188.0,EMPRESA00176,MILHO,2.27,25209.92,7.21,6.81,3.38,9.89,5.96,7.82,5.63,16.56,29.11,14.65,54.6,0.55
189.0,EMPRESA00470,CANA_ACUCAR,4.19,22734.46,7.96,8.11,5.51,4.37,2.45,5.08,6.83,14.69,39.17,17.26,24.43,0.51
190.0,EMPRESA00390,CANA_ACUCAR,9.38,2934.66,5.54,7.07,9.73,14.43,1.43,2.66,12.28,28.13,15.99,7.43,22.25,0.56
191.0,EMPRESA00297,SOJA,5.14,8807.88,4.83,6.91,5.88,14.74,6.91,9.0,18.66,38.79,20.72,13.05,75.57,0.75
192.0,EMPRESA00387,SOJA,7.41,28498.33,1.85,2.32,7.32,3.13,1.17,8.59,10.41,36.81,30.8,13.32,36.86,0.5
193.0,EMPRESA00417,MILHO,9.18,4721.22,5.64,4.63,9.13,4.29,4.88,1.19,14.33,14.99,31.65,19.02,82.0,0.6
194.0,EMPRESA00039,MILHO,5.26,26256.71,3.37,7.88,4.52,6.3,8.09,3.25,14.99,32.16,22.95,16.45,37.36,0.55
195.0,EMPRESA00338,SOJA,7.78,27456.97,8.28,7.12,5.56,9.46,3.98,3.17,10.81,16.9,21.9,11.75,56.85,0.58
196.0,EMPRESA00388,MILHO,3.69,24930.1,9.14,3.88,9.01,8.42,4.29,6.84,13.91,29.25,28.59,6.72,64.44,0.67
197.0,EMPRESA00077,MILHO,7.69,7320.13,7.74,3.36,6.39,6.39,2.63,3.7,2.96,13.69,21.5,9.83,92.75,0.52
198.0,EMPRESA00116,SOJA,5.71,12890.91,6.58,9.53,8.21,13.62,8.67,9.47,9.8,20.7,34.86,14.55,96.94,0.75
199.0,EMPRESA00357,CANA_ACUCAR,8.71,21819.06,2.84,4.58,3.86,8.11,6.74,2.5,19.0,27.4,33.53,11.13,41.55,0.59
200.0,EMPRESA00293,CANA_ACUCAR,6.39,4417.73,7.55,2.62,4.55,12.02,5.99,4.49,3.21,38.64,22.09,10.78,30.45,0.57
201.0,EMPRESA00025,CANA_ACUCAR,6.47,28152.51,5.43,8.7,9.32,10.58,1.85,7.31,6.67,10.82,37.84,11.57,87.98,0.62
202.0,EMPRESA00424,MILHO,3.65,16444.4,7.09,8.72,9.69,5.09,4.48,4.29,19.85,34.94,20.44,10.64,33.55,0.61
203.0,EMPRESA00157,TRIGO,7.61,22058.8,4.25,8.65,2.0,9.81,1.23,6.8,2.28,38.05,28.03,10.71,56.8,0.56
204.0,EMPRESA00441,SOJA,9.6,18255.33,5.37,3.82,6.52,7.49,2.17,2.79,9.85,31.02,29.48,16.64,72.72,0.61
205.0,EMPRESA00305,TRIGO,8.61,392.18,8.83,9.03,6.44,4.8,7.98,5.04,2.69,21.39,29.91,16.59,35.18,0.53
206.0,EMPRESA00258,SOJA,8.25,9080.12,8.4,8.04,9.2,6.78,4.36,6.21,9.26,31.16,37.41,5.87,32.88,0.62
207.0,EMPRESA00241,CANA_ACUCAR,7.19,17661.17,3.13,2.22,9.68,12.81,8.73,1.64,10.14,13.83,21.67,10.55,8.27,0.44
208.0,EMPRESA00095,MILHO,9.86,28115.01,4.06,1.67,4.46,6.69,1.21,9.93,12.61,14.57,21.67,7.75,96.4,0.56
209.0,EMPRESA00335,MILHO,2.79,13513.85,2.21,3.41,4.24,10.2,4.8,1.98,17.19,22.2,10.79,5.74,41.97,0.47
210.0,EMPRESA00147,SOJA,5.24,13175.72,6.85,6.12,7.43,4.24,3.75,8.27,16.48,27.65,20.14,17.97,95.76,0.66
211.0,EMPRESA00298,SOJA,4.32,11963.27,9.76,7.86,8.57,14.61,5.67,7.43,12.41,36.61,13.62,12.4,83.12,0.76
212.0,EMPRESA00153,TRIGO,7.68,12240.68,8.69,4.46,6.2,12.32,5.98,2.93,11.21,17.96,22.45,12.96,7.98,0.54
213.0,EMPRESA00457,CANA_ACUCAR,5.37,16179.94,6.34,6.81,7.65,11.11,4.55,1.91,7.42,36.46,25.87,14.81,5.93,0.54
214.0,EMPRESA00318,MILHO,4.73,29166.63,4.61,5.35,4.8,5.56,5.3,1.64,8.58,23.51,24.22,5.67,61.79,0.49
215.0,EMPRESA00389,CANA_ACUCAR,8.68,29672.48,4.08,3.38,4.54,3.66,9.31,9.46,14.84,35.72,15.73,12.22,85.06,0.6
216.0,EMPRESA00104,CANA_ACUCAR,9.78,1070.98,7.25,9.98,8.04,14.21,1.13,9.35,8.01,21.09,13.22,12.58,84.15,0.65
217.0,EMPRESA00271,CANA_ACUCAR,7.66,6027.96,9.98,4.55,6.7,13.83,5.39,3.31,17.87,24.87,32.02,17.28,81.14,0.8
218.0,EMPRESA00232,MILHO,4.4,21647.39,7.41,8.46,6.05,5.63,2.66,8.04,19.25,20.05,28.91,18.78,80.03,0.68
219.0,EMPRESA00442,MILHO,3.77,9416.78,3.28,9.28,9.07,12.75,9.02,2.42,11.03,28.15,32.09,16.52,57.83,0.64
220.0,EMPRESA00324,SOJA,7.37,18373.44,2.76,8.8,4.73,6.49,7.83,9.92,17.25,11.88,22.36,9.96,64.81,0.55
221.0,EMPRESA00076,MILHO,9.22,24841.37,3.02,9.92,4.42,4.99,5.48,8.38,4.3,30.84,36.8,16.33,21.92,0.5
222.0,EMPRESA00140,MILHO,8.49,617.5,3.13,4.36,9.27,4.56,9.08,5.4,2.42,33.88,31.12,6.73,64.79,0.53
223.0,EMPRESA00162,SOJA,5.68,11219.12,4.2,6.65,9.82,9.02,8.36,1.62,16.51,11.88,36.52,10.13,70.61,0.62
224.0,EMPRESA00174,TRIGO,9.49,17713.46,6.13,6.86,3.83,4.09,3.63,3.93,18.33,33.28,27.63,18.07,59.27,0.64
225.0,EMPRESA00483,SOJA,5.57,5687.93,7.5,9.54,7.49,13.0,4.51,7.22,14.95,35.22,33.65,11.93,72.79,0.77
226.0,EMPRESA00184,SOJA,5.97,21270.03,3.47,3.39,9.2,7.05,3.27,1.54,3.39,22.0,14.89,8.44,28.73,0.37
227.0,EMPRESA00334,TRIGO,8.76,4428.22,4.25,8.46,3.82,13.02,8.17,7.21,8.7,24.47,15.28,11.49,99.05,0.64
228.0,EMPRESA00388,CANA_ACUCAR,7.28,13938.2,5.41,5.86,4.41,8.55,1.97,1.01,17.94,29.03,37.48,5.72,55.02,0.64
229.0,EMPRESA00229,SOJA,5.12,18750.89,1.3,2.94,7.22,9.04,4.05,6.37,17.3,33.15,33.61,9.84,16.14,0.55
230.0,EMPRESA00196,SOJA,4.58,29837.01,4.78,9.46,5.43,14.55,3.52,3.24,1.5,17.26,10.76,17.47,25.03,0.43
231.0,EMPRESA00307,TRIGO,9.96,2856.85,8.22,5.92,7.25,11.31,9.82,8.54,9.9,23.13,22.09,13.73,63.81,0.66
232.0,EMPRESA00199,CANA_ACUCAR,5.63,21746.92,6.67,8.04,6.99,3.74,9.72,4.6,14.93,30.81,18.8,14.43,69.22,0.61
233.0,EMPRESA00364,SOJA,6.88,6342.51,7.17,4.49,4.47,5.57,5.15,8.62,3.96,22.48,22.96,19.41,34.45,0.48
234.0,EMPRESA00053,TRIGO,6.01,15604.09,7.93,4.91,5.86,2.05,4.43,1.22,14.88,17.45,21.48,8.92,83.6,0.56
235.0,EMPRESA00011,TRIGO,7.73,20297.23,6.15,7.83,5.43,2.22,2.31,5.56,2.31,31.47,23.17,8.19,37.32,0.45
236.0,EMPRESA00264,MILHO,2.23,12744.86,8.04,2.91,7.15,12.36,5.1,3.98,18.75,28.16,20.64,19.87,42.21,0.66
237.0,EMPRESA00061,SOJA,8.0,4329.28,1.2,3.03,6.81,13.25,9.79,6.65,16.21,12.46,13.41,5.71,46.86,0.5
238.0,EMPRESA00354,CANA_ACUCAR,6.75,7969.27,9.37,5.45,5.93,13.64,9.8,7.54,4.04,24.17,21.6,10.27,66.39,0.65
239.0,EMPRESA00119,CANA_ACUCAR,7.03,24031.91,1.36,8.99,6.64,12.88,1.61,8.07,11.83,37.62,33.25,15.65,26.62,0.59
240.0,EMPRESA00394,SOJA,9.77,18380.17,3.48,5.06,9.53,9.64,3.18,1.33,17.85,16.9,15.63,7.15,68.02,0.56
241.0,EMPRESA00087,CANA_ACUCAR,9.0,19962.84,8.84,4.95,3.89,11.41,2.03,2.84,7.02,11.2,17.93,5.38,23.05,0.48
242.0,EMPRESA00446,MILHO,7.91,27848.79,8.6,7.43,7.4,2.15,6.7,4.09,6.52,27.25,12.04,16.22,93.21,0.57
243.0,EMPRESA00398,TRIGO,8.46,19210.68,7.15,2.92,3.52,4.18,7.14,7.91,6.07,28.08,26.78,8.17,76.07,0.57
244.0,EMPRESA00027,MILHO,8.51,25536.38,1.44,7.72,8.74,9.19,3.45,3.56,8.95,10.77,13.09,14.41,56.86,0.44
245.0,EMPRESA00480,CANA_ACUCAR,8.05,27704.51,6.09,6.13,9.92,11.18,4.58,1.5,15.97,19.01,38.02,12.84,8.93,0.59
246.0,EMPRESA00308,MILHO,9.23,27769.09,5.95,1.93,8.53,11.03,2.95,5.17,11.11,13.23,24.16,8.96,86.15,0.6
247.0,EMPRESA00407,CANA_ACUCAR,6.59,28078.41,5.95,6.16,4.79,3.53,6.86,1.38,3.57,31.07,35.19,6.96,26.5,0.48
248.0,EMPRESA00362,SOJA,5.14,14326.32,7.96,6.09,3.27,12.18,4.34,1.09,4.31,26.59,19.2,5.39,63.54,0.56
249.0,EMPRESA00239,CANA_ACUCAR,5.9,1200.25,6.29,8.23,9.67,10.16,6.87,8.78,13.79,23.34,15.69,10.4,47.82,0.6
250.0,EMPRESA00158,SOJA,6.71,4381.51,7.68,3.83,4.34,13.79,4.17,8.41,2.95,22.79,33.93,14.36,77.88,0.65
251.0,EMPRESA00020,CANA_ACUCAR,8.78,18802.63,2.76,7.86,4.44,6.96,7.47,1.12,16.74,23.88,26.48,7.06,77.33,0.58
252.0,EMPRESA00484,TRIGO,9.09,9736.33,4.05,9.23,3.63,10.35,5.7,9.7,9.21,32.32,29.51,11.21,95.76,0.69
253.0,EMPRESA00097,CANA_ACUCAR,7.13,7384.98,8.84,5.17,7.45,13.21,1.78,8.66,1.32,16.41,30.65,17.13,50.78,0.6
254.0,EMPRESA00029,SOJA,7.67,21001.54,5.16,2.31,9.02,4.04,7.34,7.93,11.67,34.86,20.99,13.14,94.59,0.63
255.0,EMPRESA00112,MILHO,8.19,8469.03,4.91,9.83,6.41,4.03,6.15,9.86,1.91,20.33,35.52,17.78,22.36,0.47
256.0,EMPRESA00052,CANA_ACUCAR,7.86,18471.73,5.47,4.4,4.14,6.27,7.41,7.29,9.84,37.01,13.84,10.02,13.43,0.48
257.0,EMPRESA00156,SOJA,7.25,22954.9,5.62,3.34,8.85,11.82,8.55,7.44,15.68,17.54,18.77,7.55,77.09,0.64
258.0,EMPRESA00147,TRIGO,5.67,5897.06,5.09,4.79,3.51,8.99,7.73,8.48,12.74,33.02,35.66,18.31,59.1,0.67
259.0,EMPRESA00182,CANA_ACUCAR,7.78,14945.3,2.42,3.79,6.88,7.35,7.19,5.45,19.13,30.31,28.86,17.45,97.83,0.68
260.0,EMPRESA00443,CANA_ACUCAR,6.75,6510.34,8.33,6.06,8.23,9.97,3.48,9.07,19.04,23.1,38.69,17.53,66.29,0.76
261.0,EMPRESA00203,TRIGO,6.41,4649.91,6.34,2.32,5.8,8.13,9.27,3.65,15.88,23.01,27.83,15.58,10.74,0.55
262.0,EMPRESA00216,CANA_ACUCAR,4.11,684.12,1.23,4.2,3.69,6.38,3.89,6.89,16.48,32.75,18.11,10.64,44.09,0.49
263.0,EMPRESA00463,SOJA,7.14,23332.23,2.62,4.93,3.21,9.02,1.6,8.65,9.08,11.4,35.35,19.97,50.77,0.51
264.0,EMPRESA00015,MILHO,6.27,26358.07,6.32,6.0,3.14,8.85,2.85,3.3,16.11,32.31,14.09,14.38,27.9,0.55
265.0,EMPRESA00054,CANA_ACUCAR,8.83,19372.07,8.5,7.19,6.76,4.66,6.16,7.71,3.06,30.35,19.61,10.44,46.91,0.54
266.0,EMPRESA00009,TRIGO,9.1,9872.43,9.1,9.83,2.85,6.62,9.29,6.17,9.55,27.36,30.4,5.08,6.19,0.55
267.0,EMPRESA00027,MILHO,9.49,24374.4,8.16,7.83,3.36,3.69,1.23,2.2,12.54,12.51,35.66,15.38,55.7,0.56
268.0,EMPRESA00190,TRIGO,6.51,840.27,3.17,9.36,8.52,2.15,2.88,5.29,15.83,33.65,30.76,8.33,92.27,0.63
269.0,EMPRESA00329,CANA_ACUCAR,5.77,13276.57,8.77,9.49,3.27,10.64,9.03,3.35,13.06,23.37,18.9,8.63,96.19,0.7
270.0,EMPRESA00479,TRIGO,8.4,11572.69,4.46,9.87,3.67,7.55,7.12,7.1,11.82,19.36,39.76,19.41,96.59,0.68
271.0,EMPRESA00427,MILHO,2.05,17982.94,5.06,6.69,7.56,2.02,5.08,5.79,14.04,36.29,36.55,5.92,83.75,0.64
272.0,EMPRESA00182,MILHO,7.46,7688.15,3.01,7.02,5.71,9.19,9.94,6.62,6.71,13.91,39.17,9.48,44.38,0.53
273.0,EMPRESA00442,TRIGO,5.57,5448.71,9.07,6.58,9.63,9.78,4.62,1.41,8.49,18.96,39.29,14.93,73.61,0.67
274.0,EMPRESA00161,TRIGO,5.0,20205.84,2.9,4.4,7.3,2.05,1.19,9.06,13.81,18.73,22.49,8.44,7.55,0.38
275.0,EMPRESA00166,MILHO,8.91,11968.82,9.75,1.99,6.5,14.6,2.32,3.79,18.78,24.36,22.31,17.89,54.86,0.72
276.0,EMPRESA00048,MILHO,8.47,19633.46,3.92,3.52,6.03,14.2,8.07,1.67,6.43,21.36,16.87,16.06,53.96,0.53
277.0,EMPRESA00260,TRIGO,6.74,18247.37,8.53,2.37,8.85,14.81,4.35,4.07,15.9,15.02,14.93,15.55,35.56,0.6
278.0,EMPRESA00123,SOJA,8.93,27816.97,3.26,4.13,7.57,5.2,6.33,8.57,12.6,14.41,15.63,10.94,34.12,0.44
279.0,EMPRESA00081,SOJA,7.83,21510.07,9.82,3.54,8.63,5.37,2.27,4.8,8.78,38.55,19.57,14.45,74.88,0.65
280.0,EMPRESA00087,CANA_ACUCAR,7.32,23159.64,8.26,6.79,6.54,9.36,3.03,9.33,7.27,30.69,28.64,19.96,54.97,0.65
281.0,EMPRESA00348,TRIGO,8.78,23906.98,4.45,6.12,9.33,10.13,3.66,3.64,11.6,12.56,18.47,6.19,32.84,0.48
282.0,EMPRESA00097,SOJA,4.75,6467.16,9.03,7.42,6.03,6.8,1.94,2.93,18.78,24.45,25.62,8.64,55.1,0.64
283.0,EMPRESA00322,CANA_ACUCAR,6.11,1032.4,8.71,9.33,5.56,5.38,2.02,9.25,9.26,16.02,10.61,12.29,36.46,0.49
284.0,EMPRESA00221,MILHO,3.75,3919.2,9.19,9.98,2.97,8.01,9.15,8.05,8.39,28.18,20.65,8.04,29.0,0.56
285.0,EMPRESA00322,CANA_ACUCAR,9.07,126.21,2.14,8.62,3.3,6.85,6.55,8.3,15.97,14.94,20.67,12.69,6.94,0.43
286.0,EMPRESA00090,TRIGO,6.63,1972.81,4.15,8.56,7.85,3.82,7.83,2.02,14.96,22.46,23.43,11.99,52.58,0.53
287.0,EMPRESA00462,MILHO,8.36,16467.74,6.18,1.78,6.41,11.88,5.93,7.45,5.17,11.05,17.55,9.28,67.54,0.52
288.0,EMPRESA00043,CANA_ACUCAR,9.53,21512.76,9.44,3.14,9.82,12.86,6.22,9.73,4.95,39.76,19.09,16.25,39.75,0.67
289.0,EMPRESA00131,SOJA,9.34,2132.7,8.59,3.57,4.04,9.1,2.43,4.43,14.99,31.47,28.72,18.14,35.54,0.64
290.0,EMPRESA00369,TRIGO,6.67,9121.61,7.51,2.1,9.6,9.82,7.38,8.12,16.58,27.39,10.17,5.03,98.72,0.68
291.0,EMPRESA00435,TRIGO,6.2,21071.52,6.69,5.77,7.2,10.03,5.89,3.23,7.63,39.71,31.37,6.34,56.21,0.64
292.0,EMPRESA00439,TRIGO,7.24,17982.63,7.51,4.26,3.99,6.15,2.96,2.83,5.17,39.33,11.1,8.76,54.25,0.51
293.0,EMPRESA00209,SOJA,4.82,22922.18,2.93,3.26,4.42,3.66,4.98,4.24,1.62,32.63,24.42,14.09,12.24,0.37
294.0,EMPRESA00303,SOJA,5.18,16770.35,8.42,6.48,7.92,12.46,6.37,4.75,1.71,10.54,29.44,19.07,50.61,0.56
295.0,EMPRESA00120,MILHO,9.62,12774.93,9.78,5.18,3.94,2.1,4.22,4.02,2.31,18.74,15.14,8.71,90.04,0.51
296.0,EMPRESA00252,MILHO,5.08,13565.16,5.08,1.26,3.91,4.78,9.88,9.78,13.95,13.92,10.83,17.87,67.48,0.5
297.0,EMPRESA00119,CANA_ACUCAR,4.44,14518.24,8.58,3.39,3.54,5.44,7.98,8.61,2.72,18.81,28.27,11.94,84.78,0.57
298.0,EMPRESA00446,CANA_ACUCAR,5.95,18214.04,1.84,5.24,6.89,13.45,3.78,9.27,12.08,38.28,11.14,10.05,31.57,0.53
299.0,EMPRESA00210,MILHO,5.82,25396.64,6.47,7.3,3.14,3.6,2.57,5.56,11.09,23.33,31.75,18.55,41.76,0.53
300.0,EMPRESA00158,MILHO,8.03,17425.87,2.14,8.44,6.33,6.5,1.81,3.28,8.62,26.01,20.08,14.32,53.04,0.48
301.0,EMPRESA00245,MILHO,4.43,26968.55,9.14,1.69,7.92,5.82,2.83,7.39,13.6,10.65,23.41,12.78,43.36,0.53
302.0,EMPRESA00337,MILHO,2.14,26449.5,3.02,5.27,4.3,13.89,9.29,3.15,13.28,27.86,35.08,7.64,55.04,0.63
303.0,EMPRESA00033,CANA_ACUCAR,5.02,20033.44,3.66,8.33,9.42,14.64,9.49,4.55,4.54,36.84,29.94,13.97,95.44,0.7
304.0,EMPRESA00454,CANA_ACUCAR,7.68,27492.58,9.05,3.37,9.04,10.28,4.15,3.54,4.72,15.65,18.68,16.92,71.08,0.58
305.0,EMPRESA00364,SOJA,9.68,7416.61,7.04,3.62,4.46,12.38,9.44,5.38,3.46,12.83,23.49,10.71,59.7,0.55
306.0,EMPRESA00354,CANA_ACUCAR,8.73,26122.22,3.74,4.28,3.13,10.11,3.99,7.58,2.52,33.8,24.02,18.8,71.73,0.56
307.0,EMPRESA00310,SOJA,7.87,3789.56,4.9,3.8,5.04,8.49,7.31,9.79,18.65,24.72,15.5,9.18,49.42,0.58
308.0,EMPRESA00387,SOJA,9.78,11585.85,8.13,4.61,5.81,11.79,6.61,9.26,15.94,38.1,27.6,14.02,6.75,0.67
309.0,EMPRESA00487,MILHO,6.95,22754.52,2.4,7.93,8.19,6.62,9.52,2.68,11.2,30.39,23.83,13.18,27.56,0.5
310.0,EMPRESA00032,SOJA,7.96,2363.16,4.31,4.47,6.84,11.86,3.48,3.93,17.41,18.7,11.26,12.99,98.77,0.63
311.0,EMPRESA00315,CANA_ACUCAR,8.77,4758.82,2.83,8.2,6.46,6.64,6.21,6.69,8.53,29.62,13.76,8.37,26.15,0.44
312.0,EMPRESA00309,CANA_ACUCAR,7.21,25130.53,5.49,2.65,3.44,7.98,1.16,7.53,13.66,36.6,21.75,15.05,60.8,0.61
313.0,EMPRESA00364,CANA_ACUCAR,7.45,2335.65,6.11,5.5,3.83,12.01,7.95,9.42,13.13,28.07,17.11,13.97,53.34,0.62
314.0,EMPRESA00318,SOJA,8.54,6606.21,3.83,4.31,6.84,13.27,9.29,4.1,1.54,29.43,37.41,7.56,98.69,0.66
315.0,EMPRESA00231,TRIGO,9.0,13157.6,2.4,3.95,3.03,10.13,3.48,8.1,3.09,16.52,37.79,8.8,60.07,0.51
316.0,EMPRESA00209,TRIGO,8.85,27868.73,3.62,6.83,9.89,12.47,3.53,7.63,10.77,33.87,11.47,9.32,58.69,0.59
317.0,EMPRESA00013,SOJA,6.86,19802.12,3.14,4.6,4.7,11.48,4.96,1.43,11.77,18.15,26.13,14.18,37.95,0.51
318.0,EMPRESA00095,SOJA,6.63,26738.69,2.27,4.96,6.51,4.56,2.4,2.85,19.28,24.59,39.26,15.51,93.69,0.65
319.0,EMPRESA00166,CANA_ACUCAR,6.45,11198.0,1.86,9.39,9.13,14.06,2.12,3.87,4.93,29.48,18.98,18.75,25.67,0.49
320.0,EMPRESA00018,MILHO,6.71,7680.74,2.68,2.47,4.3,13.74,6.97,4.49,4.4,23.78,39.64,7.66,25.63,0.52
321.0,EMPRESA00286,CANA_ACUCAR,7.9,1147.9,8.51,8.44,8.1,13.65,7.91,5.7,15.44,16.72,29.28,17.92,60.07,0.72
322.0,EMPRESA00174,MILHO,5.98,21264.72,7.71,9.59,3.67,6.97,7.95,5.63,4.36,26.84,15.48,5.13,82.21,0.56
323.0,EMPRESA00117,SOJA,7.48,10101.24,6.31,6.73,9.33,14.82,9.63,6.58,9.43,30.0,30.05,5.68,86.02,0.73
324.0,EMPRESA00198,CANA_ACUCAR,4.42,20237.44,5.98,7.31,5.57,3.19,3.56,3.43,11.51,38.01,16.81,14.5,81.76,0.59
325.0,EMPRESA00422,MILHO,4.66,794.61,6.0,2.74,9.86,7.14,7.91,2.26,10.97,26.19,13.73,15.27,69.35,0.56
326.0,EMPRESA00163,MILHO,7.4,10645.68,9.96,4.56,6.34,4.35,6.74,7.86,2.02,12.04,24.95,9.96,73.02,0.53
327.0,EMPRESA00357,MILHO,3.7,4385.44,4.56,8.73,9.46,5.83,3.51,9.27,17.15,35.65,27.96,11.7,97.58,0.71
328.0,EMPRESA00228,MILHO,6.14,27938.34,3.09,2.36,8.56,9.07,2.15,5.5,4.78,25.06,17.82,5.02,41.34,0.44
329.0,EMPRESA00252,MILHO,6.65,21936.48,5.69,1.07,9.82,9.17,7.06,9.99,9.91,18.3,32.37,12.03,64.91,0.61
330.0,EMPRESA00391,CANA_ACUCAR,6.63,21839.52,3.0,8.59,9.07,14.54,2.43,9.0,7.84,34.2,11.52,8.85,5.3,0.49
331.0,EMPRESA00403,CANA_ACUCAR,4.01,14345.88,2.17,9.43,7.42,11.06,6.07,4.1,3.53,35.49,31.63,10.44,94.74,0.62
332.0,EMPRESA00221,TRIGO,6.87,8052.65,1.35,7.93,9.86,8.18,9.25,8.32,5.63,10.11,25.78,19.7,57.63,0.48
333.0,EMPRESA00148,MILHO,4.34,14293.43,2.91,8.27,3.31,13.51,1.73,6.52,5.53,39.03,35.32,15.06,37.74,0.59
334.0,EMPRESA00337,SOJA,7.57,6350.4,9.56,8.89,7.95,7.18,8.17,6.09,12.74,37.59,37.74,6.37,95.71,0.8
335.0,EMPRESA00022,MILHO,2.23,17182.1,8.02,2.05,9.0,12.67,6.31,4.61,9.62,23.79,24.6,12.37,62.47,0.63
336.0,EMPRESA00441,MILHO,6.29,12997.03,5.54,5.8,8.6,6.72,4.84,2.35,3.0,32.75,26.62,11.95,97.44,0.6
337.0,EMPRESA00081,TRIGO,5.32,6158.5,4.08,4.83,7.07,2.56,9.88,7.49,14.74,31.25,14.78,17.57,23.18,0.48
338.0,EMPRESA00213,SOJA,9.97,3574.47,2.84,7.03,9.5,6.51,7.17,9.75,9.77,39.88,35.58,11.33,11.63,0.56
339.0,EMPRESA00246,TRIGO,8.8,3627.92,8.99,8.57,4.83,4.82,9.81,1.9,11.95,18.61,39.17,11.78,54.25,0.63
340.0,EMPRESA00103,MILHO,2.74,20758.96,5.18,6.01,5.21,12.01,7.34,4.45,19.04,32.83,12.32,18.26,59.18,0.64
341.0,EMPRESA00105,MILHO,4.05,16766.27,8.91,5.28,7.42,10.64,1.69,9.61,7.4,36.88,20.46,6.98,94.56,0.69
342.0,EMPRESA00242,TRIGO,6.55,10199.45,6.89,8.88,7.59,2.94,8.49,9.0,3.95,24.38,25.89,17.14,66.01,0.55
343.0,EMPRESA00357,SOJA,6.62,28195.18,6.48,4.24,5.18,8.39,3.94,7.48,5.94,29.67,36.99,6.88,50.48,0.59
344.0,EMPRESA00395,SOJA,9.36,9665.29,1.64,5.09,3.01,4.84,4.42,6.6,9.29,34.2,27.65,14.45,20.94,0.46
345.0,EMPRESA00410,SOJA,7.48,4785.16,3.66,7.84,7.7,12.29,4.42,1.05,19.45,24.71,13.08,19.38,18.53,0.55
346.0,EMPRESA00314,TRIGO,5.06,13295.24,9.27,4.62,5.72,14.27,3.71,8.7,14.65,18.04,39.64,12.38,26.44,0.68
347.0,EMPRESA00376,TRIGO,8.38,4527.12,6.25,8.95,2.83,10.98,5.02,7.82,4.27,38.44,24.03,17.26,22.88,0.57
348.0,EMPRESA00029,TRIGO,5.76,8842.92,4.95,3.27,7.14,13.1,9.6,5.24,16.98,16.26,23.34,13.75,99.1,0.69
349.0,EMPRESA00192,TRIGO,7.24,29047.97,4.37,6.3,4.54,5.45,7.24,7.79,12.67,16.33,17.26,6.28,9.05,0.41
350.0,EMPRESA00411,MILHO,6.04,28644.19,2.42,3.53,6.08,2.29,9.6,2.08,7.32,26.03,11.88,17.79,99.9,0.49
351.0,EMPRESA00300,CANA_ACUCAR,9.39,24877.6,2.19,5.78,7.34,3.77,2.38,2.71,6.01,31.13,31.51,19.35,9.49,0.42
352.0,EMPRESA00424,TRIGO,5.14,13423.76,6.02,3.8,8.26,6.84,7.66,9.19,10.85,24.65,14.48,5.32,47.51,0.52
353.0,EMPRESA00192,MILHO,4.79,28749.17,1.98,8.71,9.89,14.65,4.67,6.69,3.54,12.25,31.76,14.22,84.39,0.58
354.0,EMPRESA00352,TRIGO,7.03,1825.09,4.77,8.74,4.07,7.24,4.72,8.89,15.53,36.22,15.14,11.88,59.08,0.61
355.0,EMPRESA00170,SOJA,4.26,2663.63,5.79,2.55,4.1,10.64,5.8,3.01,10.25,31.8,11.2,15.06,94.24,0.61
356.0,EMPRESA00356,SOJA,8.1,27726.58,2.45,8.47,9.66,14.2,5.79,9.46,14.02,16.7,16.73,8.21,23.14,0.52
